id,orgid,incidentid,alertid,timestamp,detectorid,alerttitle,category,mitretechniques,incidentgrade,actiongrouped,actiongranular,entitytype,evidencerole,deviceid,sha256,ipaddress,url,accountsid,accountupn,accountobjectid,accountname,devicename,networkmessageid,emailclusterid,registrykey,registryvaluename,registryvaluedata,applicationid,applicationname,oauthapplicationid,threatfamily,filename,folderpath,resourceidname,resourcetype,roles,osfamily,osversion,antispamdirection,suspicionlevel,lastverdict,countrycode,state,city
1331439861912,11,400574,932920,2024-06-03 15:31:39+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,User,Impacted,98799,,360606,160396,5979,8535,6008,6399,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1460288882943,102,250896,273022,2024-06-07 06:19:12+00:00,2,2,CommandAndControl,,BenignPositive,,,Machine,Impacted,47892,,360606,160396,441377,673934,425863,453297,82177,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
223338300953,41,66916,41678,2024-06-14 09:48:50+00:00,32,1710,Exfiltration,,TruePositive,,,File,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,31931,0,3586,,,5,66,,,,242,1445,10630
695784706754,91,242709,1614129,2024-06-03 12:05:59+00:00,322,1710,Exfiltration,,BenignPositive,,,User,Impacted,98799,,360606,160396,319568,99882,220748,242091,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
858993464218,123,497890,569618,2024-06-07 23:34:46+00:00,5,101,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,,360606,160396,1022,1404,1014,1082,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
403726927319,116,588380,1120882,2024-06-12 11:41:40+00:00,322,1710,Exfiltration,,,ContainAccount,account password changed,User,Impacted,98799,,360606,160396,69230,114590,79536,75349,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
592705489904,73,335097,798291,2024-06-07 12:34:53+00:00,322,1710,Exfiltration,,FalsePositive,,,File,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,2965,1667,3586,,,5,66,,,,242,1445,10630
1357209670523,190,2342,658795,2024-06-16 21:32:33+00:00,6,5,InitialAccess,T1566,FalsePositive,,,User,Impacted,98799,,360606,160396,10988,9072,11127,11795,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
644245096360,122,55134,689946,2024-06-11 11:23:12+00:00,2,2,CommandAndControl,,FalsePositive,,,Url,Related,98799,,360606,71257,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1013612283922,364,247993,1673630,2024-06-14 20:46:22+00:00,311,1710,SuspiciousActivity,,BenignPositive,,,CloudApplication,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,395,972,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
627065227891,245,30509,604028,2024-06-03 11:59:36+00:00,3,4,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,,360606,160396,23793,39807,24656,26620,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
249108105184,31,60746,24423,2024-06-04 23:08:39+00:00,89,1710,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,,360606,160396,441377,2187,425863,453297,153085,39441,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
489626275531,3,266852,195494,2024-06-06 09:57:22+00:00,3,148,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,,9,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
34359739437,444,32205,216353,2024-06-04 17:28:58+00:00,276,263,SuspiciousActivity,,BenignPositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1188,160,3586,,,5,66,,,,242,1445,10630
412316861765,65,364221,1141137,2024-06-07 16:37:27+00:00,76,56,SuspiciousActivity,,FalsePositive,,,File,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,9,0,3586,,,5,66,,,,242,1445,10630
833223657555,13,321989,799963,2024-06-04 21:49:36+00:00,86,1710,Exfiltration,,BenignPositive,,,User,Impacted,98799,,360606,160396,487,646,477,524,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
566935686051,170,243555,902711,2024-06-14 21:01:30+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
25769805217,116,588595,794796,2024-06-13 03:45:38+00:00,279,1710,Exfiltration,,,ContainAccount,account password changed,User,Impacted,98799,,360606,160396,117443,198454,118113,120694,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1537598295589,470,60919,1425001,2024-06-03 18:49:24+00:00,87,922,Discovery,T1047;T1082;T1497.001,BenignPositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,146,22,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1580547967401,98,346555,854021,2024-06-04 15:49:27+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
962072677285,34,214639,694264,2024-06-13 05:36:53+00:00,2,2,CommandAndControl,,BenignPositive,,,User,Impacted,98799,,360606,160396,30,44,425863,32,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
412316865114,66,542526,591727,2024-06-14 04:14:12+00:00,5,34,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,,360606,160396,84,125,78,98,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
962072678317,1180,62135,619034,2024-06-11 02:23:16+00:00,3,1710,SuspiciousActivity,,FalsePositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,1,1,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1073741825462,116,558365,647288,2024-06-13 12:46:13+00:00,279,1710,Exfiltration,,,ContainAccount,account password changed,User,Impacted,98799,,360606,160396,93835,177050,105907,109419,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
317827583549,3,299131,780948,2024-06-05 00:51:05+00:00,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,,360606,152933,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1606317769840,16,240073,1599205,2024-06-08 11:32:57+00:00,24,159,Exfiltration,,BenignPositive,,,MailMessage,Impacted,98799,,360606,160396,441377,218878,425863,453297,153085,400000,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1554778166051,138,290311,1502034,2024-06-05 00:16:36+00:00,96,75,InitialAccess,,BenignPositive,,,User,Impacted,98799,,360606,160396,319929,311587,305465,294858,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1640677510700,1430,15486,1006200,2024-06-12 01:14:48+00:00,4,3,InitialAccess,,FalsePositive,,,User,Impacted,98799,,360606,160396,176636,319780,180376,204440,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1047972025230,256,855,254971,2024-06-10 21:54:53+00:00,2,2,CommandAndControl,,FalsePositive,,,Machine,Impacted,675,,360606,160396,441377,673934,425863,453297,1940,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
1305670060663,95,183840,968832,2024-06-12 21:40:31+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
317827581493,1033,141607,835102,2024-06-13 20:13:12+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,,128197,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,157,6247
1571958033500,1430,88843,978875,2024-06-03 14:31:26+00:00,19,15,InitialAccess,,FalsePositive,,,Ip,Related,98799,,12329,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,18,56
1030792152401,448,88224,925235,2024-06-07 05:56:29+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,,313322,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,9,1130
1460288884018,249,187577,1381086,2024-06-07 06:32:38+00:00,5,1710,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,3,3,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
317827580208,181,41685,1635398,2024-06-07 14:57:56+00:00,189,88,CredentialAccess,T1110,BenignPositive,,,User,Impacted,98799,,360606,160396,441377,673934,425863,114,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
858993462446,51,278721,297108,2024-06-11 11:54:36+00:00,39,26,Execution,T1559;T1106;T1059.005,BenignPositive,,,Machine,Impacted,662,,360606,160396,441377,673934,425863,453297,1919,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
764504179487,61,437787,335999,2024-06-03 12:35:21+00:00,5,31,SuspiciousActivity,,BenignPositive,,,User,Impacted,98799,,360606,160396,13,25,11,14,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1108101565116,8,2001,267985,2024-06-15 23:39:57+00:00,3,4,SuspiciousActivity,,TruePositive,,,Machine,Impacted,21,,360606,160396,441377,673934,425863,453297,26,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
506806144645,3,101117,755072,2024-06-13 18:19:54+00:00,2,2,CommandAndControl,,BenignPositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,10,13,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
901943132555,79,209452,424740,2024-06-14 07:39:25+00:00,56,40,CredentialAccess,T1003;T1012;T1552.002,FalsePositive,,,Machine,Impacted,1699,,360606,160396,441377,673934,425863,453297,3652,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
420906795035,6,229338,686325,2024-06-06 11:16:06+00:00,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,,360606,150,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
85899349029,289,377487,1699265,2024-06-07 07:40:18+00:00,322,1526,InitialAccess,,BenignPositive,,,Mailbox,Impacted,98799,,360606,160396,441377,9677,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
77309414457,320,20248,189687,2024-06-04 14:31:33+00:00,2,2,CommandAndControl,,BenignPositive,,,Url,Related,98799,,360606,0,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
274877910554,136,369109,833083,2024-06-06 21:21:57+00:00,4,3,InitialAccess,,BenignPositive,,,Ip,Related,98799,,11995,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,6,1445,10630
824633725509,541,384467,869131,2024-06-05 15:43:09+00:00,4,3,InitialAccess,,TruePositive,,,Ip,Related,98799,,172903,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,0,1,202
1675037247475,658,157386,255541,2024-06-07 17:25:09+00:00,2,2,CommandAndControl,,TruePositive,,,Url,Related,98799,,360606,0,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
180388628166,26,171343,605525,2024-06-04 08:18:41+00:00,44,71,SuspiciousActivity,,BenignPositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,16,14,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
670014900484,48,549271,1561711,2024-06-10 23:35:03+00:00,5,72,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,1,1,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1073741828084,1281,76585,1630856,2024-06-04 22:17:14+00:00,322,1710,InitialAccess,,BenignPositive,,,User,Impacted,98799,,360606,160396,31311,52053,32608,34298,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1245540519639,3,135169,128745,2024-06-11 13:41:43+00:00,2,2,CommandAndControl,,BenignPositive,,,Machine,Impacted,5614,,360606,160396,441377,673934,425863,453297,10119,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,0,0,,Suspicious,Suspicious,242,1445,10630
51539609695,49,94858,284680,2024-06-13 22:48:25+00:00,2,2,CommandAndControl,,TruePositive,,,User,Impacted,98799,,360606,160396,156238,232082,164673,167452,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
481036339119,603,72832,503901,2024-06-07 12:30:58+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1503238557222,1430,22470,562954,2024-06-06 03:58:10+00:00,5,62,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,,360606,160396,79651,123358,82553,84439,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
944892805748,766,49484,1608484,2024-06-04 02:18:22+00:00,322,1710,Exfiltration,,FalsePositive,,,MailMessage,Impacted,98799,,360606,160396,441377,188175,425863,453297,153085,306778,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
85899347339,116,589677,653259,2024-06-14 06:39:50+00:00,322,1710,Exfiltration,,,ContainAccount,account password changed,User,Impacted,98799,,360606,160396,12235,20037,12389,13407,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
678604833892,140,577865,1610554,2024-06-11 21:24:43+00:00,322,1710,Exfiltration,,FalsePositive,,,User,Impacted,98799,,360606,160396,380006,659500,403900,444815,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
807453851695,6,181466,82579,2024-06-13 00:56:34+00:00,322,560,InitialAccess,,BenignPositive,,,Url,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
652835033266,24,131881,341618,2024-06-08 01:47:40+00:00,5,21,SuspiciousActivity,,TruePositive,,,User,Impacted,98799,,360606,160396,3100,4153,3101,3271,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
979252547394,14,41586,1158321,2024-06-05 10:37:49+00:00,169,138,SuspiciousActivity,T1595,BenignPositive,,,User,Impacted,98799,,360606,160396,6969,10219,7014,6728,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
858993460757,41,87588,62509,2024-06-10 21:53:45+00:00,32,1710,Exfiltration,,TruePositive,,,File,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,210747,0,3586,,,5,66,,,,242,1445,10630
1254130453051,903,108378,1212315,2024-06-05 17:28:03+00:00,100,77,InitialAccess,,TruePositive,,,User,Impacted,98799,,360606,160396,407660,532485,338161,369075,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1022202221103,66,540437,566672,2024-06-06 22:48:28+00:00,5,34,SuspiciousActivity,,TruePositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,1,1,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
919123005734,36,277084,204152,2024-06-14 19:49:17+00:00,3,121,SuspiciousActivity,,TruePositive,,,Ip,Related,98799,,16408,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1666447314173,59,319548,706432,2024-06-06 21:52:24+00:00,2,2,CommandAndControl,,BenignPositive,,,User,Impacted,98799,,360606,160396,331727,585261,394881,374760,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1108101566369,194,100186,1652401,2024-06-10 05:01:11+00:00,137,116,Impact,T1485,BenignPositive,,,Ip,Related,98799,,26,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
618475294871,622,149885,1616854,2024-06-07 17:46:14+00:00,322,1710,InitialAccess,T1091,BenignPositive,,,Machine,Impacted,36387,,360606,160396,441377,673934,425863,453297,45046,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
317827583152,62,482461,1388562,2024-06-09 02:04:58+00:00,5,39,SuspiciousActivity,,TruePositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,0,0,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
395136996459,222,10931,857527,2024-06-13 05:53:58+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,User,Impacted,98799,,360606,160396,2297,3038,2299,2428,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
695784707286,198,81565,582755,2024-06-11 16:58:40+00:00,5,80,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,,62275,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630
1632087576850,413,180226,543554,2024-06-04 07:26:57+00:00,7,6,InitialAccess,,TruePositive,,,User,Impacted,98799,,360606,160396,139762,225758,138900,151278,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
807453853532,175,271145,1380647,2024-06-07 05:19:13+00:00,9,266,Execution,,BenignPositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2,2,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1133871367806,866,526777,1473075,2024-06-05 23:02:00+00:00,25,17,InitialAccess,,BenignPositive,,,Mailbox,Impacted,98799,,360606,160396,8025,7132,7999,8589,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
231928237711,1112,352439,914744,2024-06-06 16:49:33+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
944892806608,1430,18003,238209,2024-06-14 22:18:11+00:00,1,1,InitialAccess,T1566.002,BenignPositive,,,User,Impacted,98799,,360606,160396,28577,24512,28028,30836,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1219770714075,590,504817,670180,2024-06-15 12:09:08+00:00,195,168,SuspiciousActivity,,FalsePositive,,,User,Impacted,98799,,360606,160396,197001,288414,190096,192061,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Compromised,5,66,,,Suspicious,242,1445,10630
549755816813,34,567405,1655873,2024-06-16 10:32:41+00:00,322,1710,Persistence,,BenignPositive,,,User,Impacted,98799,,360606,160396,441377,673934,425863,49,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1700807053714,135,39767,227700,2024-06-05 19:02:46+00:00,322,820,InitialAccess,,BenignPositive,,,User,Impacted,98799,,360606,160396,77608,118720,71835,81145,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1288490191430,40,373316,197475,2024-06-08 02:53:10+00:00,36,100,CredentialAccess,,BenignPositive,,,User,Impacted,98799,,360606,160396,73696,112500,75810,83148,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
266287975656,1430,18261,847175,2024-06-12 19:42:29+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1374389535349,567,83823,987654,2024-06-13 00:33:17+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,CloudLogonRequest,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
1133871370243,20,84599,1424723,2024-06-03 07:16:13+00:00,87,525,Discovery,T1033;T1059.001;T1087.001,FalsePositive,,,Process,Related,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,4,8,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
395136991545,11,430100,989507,2024-06-13 20:12:03+00:00,0,0,InitialAccess,T1078;T1078.004,FalsePositive,,,Ip,Related,98799,,306286,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,2,2,14
360777257746,38,289019,281419,2024-06-12 15:17:09+00:00,2,2,CommandAndControl,,BenignPositive,,,User,Impacted,98799,,360606,160396,76866,118446,70359,80776,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,Suspicious,Suspicious,242,1445,10630
1365799600724,831,6793,595050,2024-06-15 15:44:17+00:00,5,616,SuspiciousActivity,,BenignPositive,,,Ip,Related,98799,,9841,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,Contextual,5,66,,,,242,1445,10630
1099511629639,1019,122785,1378991,2024-06-06 20:01:53+00:00,5,933,SuspiciousActivity,,BenignPositive,,,CloudApplication,Impacted,98799,,360606,160396,441377,673934,425863,453297,153085,529644,,1631,635,860,0,0,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
94489284367,1430,159757,828751,2024-06-13 16:37:43+00:00,322,472,SuspiciousActivity,,FalsePositive,,,User,Impacted,98799,,360606,160396,6124,8684,6088,6501,153085,529644,,1631,635,860,2251,3421,881,,289573,117668,3586,,,5,66,,,,242,1445,10630
